artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
NF,HOPE,"Hope Yeah, I'm on my way, I'm coming Don't Don't lose faith in me I know you've been waiting I know you've been prayin' for my soul Hope Hope  30 years you've been draggin' your feet Tellin' me I'm the reason we're stagnant 30 years you've been claiming you're honest And promising progress, well, where's it at? I don't want you to feel like a failure I know this hurts But I gave you your chance to deliver Now it's my turn  Don't get me wrong Nate, you've had a great run But it's time to Give the people something different So without further ado, l'd Like to introduce my My album (my album), my album (my album), my album My album (my album), my album (my album), my album HOPE  What's my definition of success? (Of success) Listening to what your heart says (your heart says) Standing up for what you know is (is) Right, while everybody else is (is) Tucking their tail between their legs (okay) What's my definition of success? (Of success) Creating something no one else can (else can) Being brave enough to dream big (big) Grinding when you're told to just quit (quit) Giving more when you got nothin' left (left)  It's a person that'll take a chance on Something they were told could never happen It's a person that can see the bright side Through the dark times when there ain't one It's when someone who ain't never had nothin' ",34,13,-0.28563826768956285,2,35,10,0.14009148936170215
Lana Del Rey,A&W,"I haven't done a cartwheel since I was nine I haven't seen my mother in a long, long time I mean, look at me Look at the length of my hair and my face, the shape of my body Do you really think I give a damn What I do after years of just hearin' them talking?  I say I live in Rosemead, really, I'm at the Ramada It doesn't really matter, doesn't really, really matter  Call him up, come into my bedroom Ended up, we fuck on the hotel floor It's not about havin' someone to love me anymore This is the experience of bein' an American whore  Called up one drunk, called up another, Forensic Files wasn't on Watching Teenage Diary of a Girl, wondering what went wrong I'm a princess, I'm divisive, ask me why, why, why I'm like this Maybe I'm just kind of like this, I don't know maybe, I'm just like this  I say I live in Rosemead, really, I'm at the Ramada It doesn't really matter, doesn't really, really matter  Call him up, he comes over again Yeah, I know I'm over my head but, oh It's not about havin' someone to love me anymore No, this is the experience of bein' an American Whore  I mean look at my hair Look at the length of it and the shape of my body If I told you that I was raped Do you really think that anybody would think ",42,12,-0.32724488223040543,4,48,2,-0.032262962962962966
Niall Horan,Heaven,"Me levanto, un baño y luego me pongo a forjar Es veneno, da pa arriba de muy buena calidad Los teléfonos no paran nunca de sonar ¿Tienes alguna plebita? Es porque un cliente quiere más  Y bien forrados los paquetes van No hay pendiente, no puedo fallar Siempre estoy listo para cruzar Polvo, ruedas y también cristal  Aquí el papelito viene y va Las morritas bien locas se van Disfrutamos, esté bien o mal ",8,4,-0.24265954891840616,1,11,0,-0.06855833333333333
"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),"(Honorable C.N.O.T.E.) (Metro)  Keep the bitch jump, uh-uh Keep it on jump, uh-uh (jump) Keep the bitch ju-u-ump I caught it cool, for a ten The bitch get loose, she tryna win I beat her by the house, I beat her in There's forty in the couch, I let her spend  When the car's lit, better call in She done popped all out, she done called twin I done went too spazzed out, I put the raw in I done hit the strip club and spent a tall ten Lil' shawty off the Clicquot She been comin' hot just like a heat stroke (heat stroke) I could see you lurkin' through the peephole I'm stackin' different money, type of C notes (C notes) I'm talkin' C notes, nigga, hit C notes  You spend what you want and you get what you want I guess you got what you wanted You're hittin' the pole and you give it your all Now, you keepin' it honest (Yeah) It's too many nights I went nameless ",27,11,-0.25167367176005717,2,35,1,0.021994736842105265
"Polo G, Future",No Time Wasted (feat. Future),We done did so much around the law (21) I done seen so much I shouldn't have saw (straight up) Tatted tear drops called niagra falls It been up and down but never fall I been at the lock behind the wall (21) I been at the lock behind the  Ratchet bitches wanted Frenchie's not Felipe That's the type that put me in my mood She know that I'm hot but she come cool for me She know how to put me in my groove I know it's a lot that you can learn from me It's just one thing you that you gotta prove If you gotta walk would you still ride for me I might need a extra foot or two Gotta keep my distance they surrounding me I'mma need a extra foot or two They might have to go and build a house for me I'mma need a extra foot or  Crib same size as the galleria Spanish model with me call her señorita I dun fell in love with a hood girl She be puttin syrup in her margaritas Bought my college vibe a brand new Birkin On the weekend she be twerkin Take a shower in the Maybach ,16,15,-0.016619930344243205,1,30,0,0.015716129032258063
Kelsea Ballerini,Mountain With A View,"Yeah Wheezy outta here  The dash, it's digi', the schedule busy My head in a hoodie, my shorty a goodie My cousins are crazy, my cousins like Boogie Life is amazin', it is what it should be Been here for ten but I feel like a rookie I tell her, look up, 'cause it's snowin' in Tootsie's  Booked for three years, man you can't even book me It's me and Lil' Baby, this shit goin' crazy Wheezy produced it and Weezy F. made me And she held it down, so she got a Mercedes Young Money Records, the Army, the Navy They ran me ten thousand, I threw it like Brady The foreign is yellow, like Tracee and K.D I trusted my niggas, they never betrayed me  Met all these niggas, they sweeter than Sadie ",29,6,-0.39518961565835137,1,29,5,0.027114285714285716
"Grupo Marca Registrada, Grupo Frontera",Di Que Si,"He was a boy who was a dreamer And he flew so high and proud In a world full of people out to cut his young ass down No one ever understood a single word he said And they cast him to the wolves when he wasn't well and fed  Boys we've got a riser, a riser in our midst And he will get the last laugh if it's the last thing he did And he used to roll around in that red dirt mud But now he's skipping town, and that riser's out for blood  Don't stop goin', goin' South 'Cause they'll let you play your music real damn loud ",10,2,-0.3834203581015269,0,12,0,-0.024825
Mae Stephens,If We Ever Broke Up,"Throw it, throw it up Watch it all fall out Pour it up, pour it up That's how we ball out Throw it up, throw it up Watch it all fall out Pour it up, pour it up That's how we ball out  Strip clubs and dollar bills I still got mo' money Patron shots, can I get a refill I still got mo' money Strippers going up and down that pole And I still got mo' money Four o'clock and we aint going home 'Cause I still got mo' money Money make the world go around I still got mo' money Bands make your girl go down And I still got mo' money Lot more where dat came from I still got mo' money I look in your eyes, I know you want some And I still got mo' money  Oh ohh ohhh, ohhh oh oh oh All I see is signs ",17,16,-0.04271615454644868,0,33,0,0.0023393939393939397
"$uicideboy$, Shakewell",Big Shot Cream Soda,"Rain, he wanted it comfortable I wanted that pain He wanted a bride I was making my own name Chasing that fame He stayed the same All of me changed like midnight  My town was a wasteland Full of cages, full of fences Pageant queens and big pretenders But for some, it was paradise  My boy was a montage A slow-motion, love potion Jumping off things in the ocean I broke his heart 'cause he was nice  He was sunshine, I was midnight rain He wanted it comfortable I wanted that pain He wanted a bride ",10,10,-0.011086744070053101,2,13,5,0.13553500000000002
Chino Pacas,El Gordo Trae El Mando,P-P-P-P-P-PARTY That smile on your face Makes it easy to trust you Those in (yeah) Those in (yeah) Those in (yeah)  This what 'Sauga feels like in the night time Watch what she doin' when the light shine Drunk niggas tryin' a talk in the strip club Shawty silhouette look like a dollar sign C-Caught up (caught up) That's just how a nigga brought up (brought up) Blow ones for you loony ass niggas (ass niggas) Straight bills for you Toonie ass niggas (ass niggas) ,22,4,-0.43206220865249634,1,19,6,0.0015346153846153864
Nate Smith,Whiskey On You,"Fuckers in school telling me, always in the barber shop ""Chief Keef ain't 'bout this, Chief ain't 'bout that"" My boy a BD on fucking Lamron and them He, he, they say that nigga don't be putting in no work Shut the fuck up, y'all niggas ain't know shit All y'all motherfuckers talkin' about ""Chief Keef ain't no hitter, Chief Keef ain't this, Chief Keef a fake"" Shut the fuck up, y'all don't live with that nigga Y'all know that nigga got caught with a ratchet Shootin' at the police and shit Nigga been on probation since fuckin' I don't know when Motherfucker, stop fuckin' playin' him like that Them niggas savages out there If I catch another motherfucker talking sweet about Chief Keef I'm fucking beatin' they ass, I'm not fucking playin' no more Know them niggas roll with Lil Reese and them (Young Chop on the beat)  Love Sosa, bitches love Sosa, huh? Let them know then, 'Raris and Rovers (huh) Ayy, lil' Cobra, ayy, ayy Bang, bang-bang God, y'all some broke boys, God, y'all some broke boys  ",37,9,-0.3612431015657342,4,39,3,-0.10270217391304348
